	jamAng-chr01L-d	jamAng-chr01R-d	jamAng-chr02L-d	jamAng-chr02R-d	jamAng-chr03L-d	jamAng-chr03R-d	jamAng-chr04L-d	jamAng-chr04R-d	jamAng-chr05L-d	jamAng-chr05R-d	jamAng-chr06L-d	jamAng-chr06R-d	jamAng-chr07L-d	jamAng-chr07R-d	jamAng-chr08L-d	jamAng-chr08R-d	jamAng-chr09L-d	jamAng-chr09R-d	jamAng-chr10L-d	jamAng-chr10R-d	jamAng-chr11L-d	jamAng-chr11R-d	jamAng-chr12L-d	jamAng-chr12R-d	jamAng-chr13L-d	jamAng-chr13R-d	jamAng-chr14L-d	jamAng-chr14R-d	jamAng-chr15L-d	jamAng-chr15R-d	jamAng-chr16L-d	jamAng-chr16R-d	jamAng-chr17L-d	jamAng-chr17R-d	jamAng-chr18L-d	jamAng-chr18R-d	jamAng-chr19L-d	jamAng-chr19R-d	jamAng-chr20L-d	jamAng-chr20R-d	jamAng-chr02R-p	jamAng-chr04R-p	jamAng-chr08R-p	jamAng-chr10R-p	jamAng-chr13R-p	jamAng-chr18R-p	jamPal-chr01R-d	jamPal-chr01L-d	jamPal-chr02R-d	jamPal-chr02L-d	jamPal-chr03R-d	jamPal-chr03L-d	jamPal-chr04R-d	jamPal-chr04L-d	jamPal-chr05R-d	jamPal-chr05L-d	jamPal-chr06R-d	jamPal-chr06L-d	jamPal-chr07R-d	jamPal-chr07L-d	jamPal-chr08R-d	jamPal-chr08L-d	jamPal-chr09R-d	jamPal-chr09L-d	jamPal-chr10R-d	jamPal-chr10L-d	jamPal-chr11R-d	jamPal-chr11L-d	jamPal-chr12R-d	jamPal-chr12L-d	jamPal-chr13R-d	jamPal-chr13L-d	jamPal-chr14R-d	jamPal-chr14L-d	jamPal-chr15R-d	jamPal-chr15L-d	jamPal-chr16R-d	jamPal-chr16L-d	jamPal-chr02L-p1	jamPal-chr02L-p2	jamPal-chr03R-p	jamPal-chr04R-p	jamPal-chr05R-p	jamPal-chr06R-p	jamPal-chr07R-p	jamPal-chr09L-p	jamPal-chr10L-p	jamPal-chr10R-p	jamPal-chr12R-p	jamPal-chr13R-p	jamPal-chr14R-p1	jamPal-chr14R-p2	jamPal-chr14R-p3	jamPal-chr14R-p4	jamPal-chr15L-p	jamPhy-chr1L-d	jamPhy-chr1R-d	jamPhy-chr2L-d	jamPhy-chr2R-d	jamPhy-chr3L-d	jamPhy-chr3R-d	jamPhy-chr2R-p	jamPhy-chr3L-p	symKan-chr1R-d	symKan-chr1L-d	symKan-chr2R-d	symKan-chr2L-d	symKan-chr3R-d	symKan-chr3L-d	symKan-chr4R-d	symKan-chr4L-d	symKan-chr5R-d	symKan-chr5L-d	symKan-chr6L-d	symKan-chr6R-d	symKan-chr1L-p	symKan-chr2L-p	symKan-chr2R-p1	symKan-chr2R-p2
jamPal-chr14R-p2	1.0	1.0	1.0	0.9615384615384616	0.9863013698630136	1.0	1.0	0.9791666666666666	1.0	1.0	1.0	1.0	0.9841269841269842	0.9863013698630136	1.0	0.9615384615384616	0.96875	1.0	1.0	0.96875	1.0	0.9315068493150684	1.0	1.0	1.0	0.9615384615384616	0.9206349206349207	1.0	1.0	0.9722222222222222	0.9861111111111112	1.0	0.96875	0.9583333333333334	1.0	0.9791666666666666	0.9864864864864865	0.9895833333333334	0.9895833333333334	0.9895833333333334	1.0	1.0	0.96875	0.9895833333333334	0.9722222222222222	1.0	0.962962962962963	0.5208333333333333	0.9206349206349207	0.59375	0.59375	0.926829268292683	0.962962962962963	0.6041666666666667	0.59375	0.9636363636363636	0.59375	0.7142857142857143	0.59375	0.08333333333333337	0.6041666666666667	0.9838709677419355	1.0	0.59375	0.59375	0.6666666666666667	0.963855421686747	0.7142857142857143	0.625	0.9866666666666667	0.6041666666666667	1.0	0.59375	0.926829268292683	0.9753086419753086	0.59375	0.926829268292683	0.6086956521739131	0.6785714285714286	0.7017543859649122	0.7068965517241379	0.9833333333333333	0.6785714285714286	0.7192982456140351	0.6511627906976745	0.7068965517241379	0.7192982456140351	0.6428571428571428	0.7068965517241379	0.6785714285714286	0.6428571428571428	0.0	0.7068965517241379	0.7395833333333333	0.39583333333333337	1.0	0.9895833333333334	0.9791666666666666	1.0	1.0	1.0	1.0	0.9753086419753086	0.9142857142857143	0.967741935483871	0.967741935483871	1.0	0.967741935483871	0.9142857142857143	0.9344262295081968	0.967741935483871	0.9142857142857143	0.9583333333333334	0.9818181818181818	0.9818181818181818	0.9710144927536232	1.0	0.9710144927536232	0.967741935483871
jamPal-chr14R-p3	0.9827586206896551	1.0	1.0	0.9615384615384616	1.0	1.0	1.0	0.9827586206896551	1.0	1.0	1.0	1.0	0.9827586206896551	1.0	1.0	0.9615384615384616	0.9482758620689655	1.0	0.9827586206896551	1.0	1.0	0.9482758620689655	1.0	1.0	1.0	0.9615384615384616	0.9827586206896551	1.0	1.0	0.9655172413793104	0.9655172413793104	1.0	0.9827586206896551	0.9655172413793104	1.0	0.9827586206896551	1.0	0.9827586206896551	0.9482758620689655	0.9482758620689655	0.9827586206896551	1.0	0.9655172413793104	0.9827586206896551	0.9655172413793104	1.0	0.9827586206896551	0.7241379310344828	1.0	0.7241379310344828	0.7241379310344828	0.9512195121951219	0.9827586206896551	0.7241379310344828	0.7241379310344828	0.9818181818181818	0.7241379310344828	0.9285714285714286	0.7241379310344828	0.7068965517241379	0.7241379310344828	0.9827586206896551	1.0	0.7241379310344828	0.7241379310344828	0.7413793103448276	0.9827586206896551	0.9285714285714286	0.7241379310344828	1.0	0.7241379310344828	1.0	0.7241379310344828	0.9512195121951219	0.9827586206896551	0.7241379310344828	0.9512195121951219	0.9347826086956522	0.4821428571428571	0.1578947368421053	0.0	1.0	0.25	0.49122807017543857	0.6744186046511628	0.0	0.49122807017543857	0.5892857142857143	0.0	0.4821428571428571	0.5	0.7068965517241379	0.0	0.5	0.7068965517241379	0.9827586206896551	1.0	1.0	1.0	1.0	0.9827586206896551	1.0	0.9655172413793104	0.9655172413793104	1.0	1.0	0.9827586206896551	1.0	0.9655172413793104	0.9827586206896551	1.0	0.9655172413793104	0.9137931034482758	1.0	1.0	1.0	0.9827586206896551	1.0	1.0
jamPal-chr14R-p4	0.9861111111111112	1.0	1.0	0.9230769230769231	1.0	1.0	1.0	0.98989898989899	0.9863013698630136	1.0	1.0	1.0	0.9841269841269842	0.9863013698630136	1.0	0.9230769230769231	0.9797979797979798	0.98989898989899	0.9861111111111112	1.0	1.0	0.9589041095890412	1.0	0.9879518072289156	1.0	0.9230769230769231	0.9841269841269842	1.0	1.0	0.9861111111111112	1.0	1.0	0.9595959595959596	1.0	0.9879518072289156	0.98989898989899	1.0	0.9696969696969697	0.9494949494949495	0.9494949494949495	1.0	1.0	0.9191919191919192	0.98989898989899	0.9444444444444444	1.0	0.9876543209876543	0.8020833333333334	0.9682539682539683	0.8080808080808081	0.8080808080808081	0.9512195121951219	0.9876543209876543	0.8020833333333334	0.8080808080808081	0.9818181818181818	0.8080808080808081	0.9285714285714286	0.8080808080808081	0.7395833333333333	0.8020833333333334	0.9838709677419355	0.9404761904761905	0.8080808080808081	0.8080808080808081	0.8125	0.9518072289156626	0.9285714285714286	0.8080808080808081	0.9733333333333334	0.8020833333333334	1.0	0.8080808080808081	0.9512195121951219	0.9876543209876543	0.8080808080808081	0.9512195121951219	0.8913043478260869	0.5535714285714286	0.38596491228070173	0.5	1.0	0.3928571428571429	0.6842105263157895	0.34883720930232553	0.5	0.6842105263157895	0.3571428571428571	0.5	0.5535714285714286	0.0	0.7395833333333333	0.5	0.0	0.7676767676767677	0.9696969696969697	1.0	0.9797979797979798	1.0	1.0	0.98989898989899	0.98989898989899	0.962962962962963	0.9857142857142858	0.9193548387096774	0.9193548387096774	0.9696969696969697	0.9193548387096774	0.9857142857142858	0.9672131147540983	0.9193548387096774	0.9857142857142858	0.9292929292929293	0.9818181818181818	0.9818181818181818	0.927536231884058	0.9696969696969697	0.9565217391304348	0.9516129032258065
jamPal-chr15L-p	1.0	1.0	1.0	0.9615384615384616	1.0	1.0	1.0	0.9603960396039604	1.0	1.0	1.0	1.0	1.0	0.9726027397260274	1.0	0.9615384615384616	0.97	1.0	0.9722222222222222	0.9603960396039604	1.0	0.9589041095890412	0.9900990099009901	1.0	1.0	0.9615384615384616	0.9206349206349207	1.0	1.0	0.9722222222222222	1.0	1.0	0.9801980198019802	1.0	0.9879518072289156	0.9603960396039604	1.0	0.9900990099009901	0.9801980198019802	0.9801980198019802	1.0	0.9863013698630136	0.9801980198019802	0.9801980198019802	0.9722222222222222	1.0	1.0	0.59375	0.9365079365079365	0.54	0.54	0.926829268292683	1.0	0.5520833333333333	0.54	0.9636363636363636	0.54	0.7857142857142857	0.54	0.39583333333333337	0.5520833333333333	0.9838709677419355	0.9642857142857143	0.54	0.54	0.5625	0.9879518072289156	0.7857142857142857	0.5353535353535354	1.0	0.5520833333333333	1.0	0.54	0.926829268292683	0.9382716049382716	0.54	0.926829268292683	0.6521739130434783	0.625	0.7017543859649122	0.7068965517241379	0.9666666666666667	0.6785714285714286	0.543859649122807	0.627906976744186	0.7068965517241379	0.543859649122807	0.6071428571428572	0.7068965517241379	0.625	0.6785714285714286	0.39583333333333337	0.7068965517241379	0.7676767676767677	0.0	1.0	0.9900990099009901	0.9900990099009901	0.9801980198019802	0.9801980198019802	1.0	0.9900990099009901	0.9753086419753086	0.9428571428571428	0.967741935483871	0.967741935483871	0.9900990099009901	0.967741935483871	0.9428571428571428	0.9672131147540983	0.967741935483871	0.9428571428571428	0.9603960396039604	0.9818181818181818	0.9818181818181818	0.9710144927536232	0.9900990099009901	0.9710144927536232	0.967741935483871
jamPhy-chr1L-d	0.9861111111111112	1.0	0.9834710743801653	1.0	1.0	0.9861111111111112	0.9861111111111112	0.9752066115702479	0.9863013698630136	1.0	1.0	0.9726027397260274	0.9523809523809523	1.0	0.967741935483871	1.0	0.97	0.9752066115702479	0.9722222222222222	0.9917355371900827	0.9917355371900827	0.9863013698630136	0.9834710743801653	1.0	0.9863013698630136	1.0	1.0	0.9722222222222222	0.9863013698630136	1.0	0.9861111111111112	1.0	0.9917355371900827	0.9861111111111112	0.9879518072289156	0.9752066115702479	1.0	0.9752066115702479	0.9752066115702479	0.9752066115702479	0.925	0.9863013698630136	0.9834710743801653	0.9834710743801653	1.0	1.0	1.0	1.0	0.9841269841269842	1.0	1.0	0.975609756097561	1.0	1.0	1.0	0.9818181818181818	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9518072289156626	1.0	1.0	0.9866666666666667	1.0	1.0	1.0	0.975609756097561	1.0	1.0	0.975609756097561	0.9565217391304348	1.0	0.9824561403508771	0.9827586206896551	0.9666666666666667	1.0	0.9824561403508771	0.9302325581395349	0.9827586206896551	0.9824561403508771	1.0	0.9827586206896551	1.0	1.0	1.0	0.9827586206896551	0.9696969696969697	1.0	0.0	0.9008264462809917	1.0	0.9586776859504132	0.9586776859504132	0.9306930693069306	0.9900990099009901	1.0	0.9714285714285714	1.0	1.0	0.972972972972973	1.0	0.9714285714285714	0.9672131147540983	1.0	0.9714285714285714	0.9504132231404958	1.0	1.0	1.0	0.972972972972973	1.0	1.0
jamPhy-chr1R-d	1.0	0.9863013698630136	0.9772727272727273	1.0	0.9589041095890412	0.9861111111111112	1.0	0.9621212121212122	1.0	1.0	0.9863013698630136	0.9726027397260274	0.9523809523809523	1.0	1.0	1.0	1.0	0.9924242424242424	1.0	0.9545454545454546	0.9924242424242424	0.9726027397260274	0.9772727272727273	1.0	1.0	1.0	1.0	0.9861111111111112	1.0	0.9861111111111112	0.9722222222222222	0.9830508474576272	0.9848484848484849	1.0	0.963855421686747	0.9621212121212122	1.0	1.0	0.9923076923076923	0.9923076923076923	1.0	0.9726027397260274	0.9920634920634921	0.9848484848484849	0.9861111111111112	1.0	1.0	0.9895833333333334	1.0	0.99	0.99	1.0	1.0	0.9895833333333334	0.99	1.0	0.99	1.0	0.99	0.9895833333333334	0.9895833333333334	0.9838709677419355	0.9880952380952381	0.99	0.99	0.9895833333333334	0.9759036144578314	1.0	0.98989898989899	1.0	0.9895833333333334	0.962962962962963	0.99	1.0	0.9876543209876543	0.99	1.0	0.9782608695652174	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9895833333333334	1.0	1.0	0.9900990099009901	0.9008264462809917	0.0	0.9801980198019802	0.9923076923076923	0.9923076923076923	0.9603960396039604	1.0	0.9753086419753086	1.0	1.0	1.0	0.990990990990991	1.0	1.0	0.9344262295081968	1.0	1.0	0.9918032786885246	0.9818181818181818	0.9818181818181818	0.9855072463768116	0.990990990990991	0.9855072463768116	1.0
jamPhy-chr2L-d	0.9444444444444444	0.9726027397260274	1.0	0.9615384615384616	0.9726027397260274	0.9583333333333334	0.9722222222222222	0.9900990099009901	0.9863013698630136	1.0	1.0	1.0	0.9682539682539683	1.0	1.0	0.9615384615384616	0.99	0.9603960396039604	0.9722222222222222	0.9603960396039604	0.9900990099009901	0.9178082191780822	0.9702970297029703	0.963855421686747	0.9726027397260274	0.9615384615384616	0.9841269841269842	0.9861111111111112	0.9863013698630136	0.9861111111111112	0.9722222222222222	0.9830508474576272	0.9504950495049505	0.9722222222222222	0.963855421686747	0.9900990099009901	0.972972972972973	0.9504950495049505	0.9405940594059405	0.9405940594059405	1.0	1.0	0.9207920792079208	1.0	1.0	0.9682539682539683	0.9876543209876543	1.0	0.9841269841269842	0.99	0.99	0.9512195121951219	0.9876543209876543	0.9895833333333334	0.99	1.0	0.99	0.9285714285714286	0.99	0.9791666666666666	0.9895833333333334	1.0	0.9761904761904762	0.99	0.99	0.9895833333333334	0.9759036144578314	0.9285714285714286	0.98989898989899	1.0	0.9895833333333334	1.0	0.99	0.9512195121951219	1.0	0.99	0.9512195121951219	0.8913043478260869	1.0	0.9473684210526316	1.0	0.95	0.9464285714285714	1.0	1.0	1.0	1.0	0.9642857142857143	1.0	1.0	0.9821428571428571	0.9791666666666666	1.0	0.9797979797979798	0.9900990099009901	1.0	0.9801980198019802	0.0	0.9405940594059405	0.9405940594059405	0.9207920792079208	0.8415841584158416	0.9753086419753086	0.9714285714285714	0.9838709677419355	0.9838709677419355	0.9900990099009901	0.9838709677419355	0.9714285714285714	0.9508196721311475	0.9838709677419355	0.9714285714285714	0.9702970297029703	0.9454545454545454	0.9454545454545454	0.9855072463768116	0.9900990099009901	0.9855072463768116	0.9838709677419355
jamPhy-chr2R-d	0.9305555555555556	0.9863013698630136	0.9923076923076923	0.9807692307692307	0.9726027397260274	1.0	0.9583333333333334	0.9846153846153847	1.0	1.0	1.0	1.0	1.0	0.9863013698630136	0.9838709677419355	0.9807692307692307	0.97	0.9923076923076923	0.9722222222222222	0.9769230769230769	0.9846153846153847	0.9863013698630136	0.9923076923076923	0.9879518072289156	0.9589041095890412	0.9807692307692307	0.9682539682539683	0.9861111111111112	0.9589041095890412	0.9861111111111112	0.9444444444444444	1.0	1.0	1.0	0.9879518072289156	0.9846153846153847	0.9864864864864865	1.0	1.0	1.0	0.925	0.9863013698630136	0.9841269841269842	0.9923076923076923	0.9583333333333334	1.0	1.0	0.9895833333333334	1.0	0.99	0.99	0.8292682926829268	1.0	0.9895833333333334	0.99	0.9636363636363636	0.99	1.0	0.99	1.0	0.9895833333333334	0.9838709677419355	0.9880952380952381	0.99	0.99	0.9895833333333334	0.9518072289156626	1.0	0.98989898989899	1.0	0.9895833333333334	1.0	0.99	0.8292682926829268	0.9382716049382716	0.99	0.8292682926829268	1.0	1.0	1.0	1.0	0.9833333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9801980198019802	0.9586776859504132	0.9923076923076923	0.9405940594059405	0.0	0.0	0.9801980198019802	0.7623762376237624	0.8518518518518519	0.9857142857142858	1.0	1.0	0.972972972972973	1.0	0.9857142857142858	1.0	1.0	0.9857142857142858	0.9672131147540983	0.9818181818181818	0.9818181818181818	1.0	0.963963963963964	1.0	1.0
jamPhy-chr3L-d	0.9305555555555556	0.9863013698630136	0.9923076923076923	0.9807692307692307	0.9726027397260274	1.0	0.9583333333333334	0.9846153846153847	1.0	1.0	1.0	1.0	1.0	0.9863013698630136	0.9838709677419355	0.9807692307692307	0.97	0.9923076923076923	0.9722222222222222	0.9769230769230769	0.9846153846153847	0.9863013698630136	0.9923076923076923	0.9879518072289156	0.9589041095890412	0.9807692307692307	0.9682539682539683	0.9861111111111112	0.9589041095890412	0.9861111111111112	0.9444444444444444	1.0	1.0	1.0	0.9879518072289156	0.9846153846153847	0.9864864864864865	1.0	1.0	1.0	0.925	0.9863013698630136	0.9841269841269842	0.9923076923076923	0.9583333333333334	1.0	1.0	0.9895833333333334	1.0	0.99	0.99	0.8292682926829268	1.0	0.9895833333333334	0.99	0.9636363636363636	0.99	1.0	0.99	1.0	0.9895833333333334	0.9838709677419355	0.9880952380952381	0.99	0.99	0.9895833333333334	0.9518072289156626	1.0	0.98989898989899	1.0	0.9895833333333334	1.0	0.99	0.8292682926829268	0.9382716049382716	0.99	0.8292682926829268	1.0	1.0	1.0	1.0	0.9833333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9801980198019802	0.9586776859504132	0.9923076923076923	0.9405940594059405	0.0	0.0	0.9801980198019802	0.7623762376237624	0.8518518518518519	0.9857142857142858	1.0	1.0	0.972972972972973	1.0	0.9857142857142858	1.0	1.0	0.9857142857142858	0.9672131147540983	0.9818181818181818	0.9818181818181818	1.0	0.963963963963964	1.0	1.0
jamPhy-chr3R-d	0.9861111111111112	1.0	0.900990099009901	0.9807692307692307	1.0	0.9444444444444444	0.9583333333333334	0.9603960396039604	1.0	1.0	1.0	0.9863013698630136	0.9365079365079365	1.0	0.9838709677419355	0.9807692307692307	1.0	0.9603960396039604	0.9861111111111112	0.9603960396039604	0.9801980198019802	0.9863013698630136	0.9603960396039604	0.9879518072289156	1.0	0.9807692307692307	1.0	0.9861111111111112	0.9863013698630136	0.9444444444444444	0.9444444444444444	0.9491525423728814	0.9900990099009901	0.9444444444444444	0.9879518072289156	0.9603960396039604	1.0	0.900990099009901	0.9900990099009901	0.9900990099009901	0.9375	1.0	0.9405940594059405	0.9702970297029703	1.0	0.9841269841269842	0.9876543209876543	1.0	1.0	1.0	1.0	0.9024390243902439	0.9876543209876543	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9838709677419355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.962962962962963	1.0	0.9024390243902439	0.9876543209876543	1.0	0.9024390243902439	1.0	1.0	0.9122807017543859	0.9827586206896551	0.9833333333333333	0.9285714285714286	0.9824561403508771	1.0	0.9827586206896551	0.9824561403508771	0.9642857142857143	0.9827586206896551	1.0	0.9821428571428571	1.0	0.9827586206896551	0.98989898989899	1.0	0.9306930693069306	0.9603960396039604	0.9207920792079208	0.9801980198019802	0.9801980198019802	0.0	0.9207920792079208	1.0	0.9571428571428572	0.9838709677419355	0.9838709677419355	1.0	0.9838709677419355	0.9571428571428572	0.9344262295081968	0.9838709677419355	0.9571428571428572	0.9504950495049505	0.9636363636363636	0.9636363636363636	0.9855072463768116	1.0	0.9855072463768116	0.9838709677419355
jamPhy-chr2R-p	0.9444444444444444	0.9863013698630136	0.9801980198019802	1.0	0.9452054794520548	0.9444444444444444	0.9722222222222222	0.9702970297029703	0.9452054794520548	1.0	0.9863013698630136	1.0	1.0	0.9863013698630136	1.0	1.0	0.97	0.9207920792079208	0.9861111111111112	0.9900990099009901	1.0	0.9589041095890412	0.9900990099009901	0.9879518072289156	0.9589041095890412	1.0	0.9365079365079365	1.0	1.0	0.9444444444444444	0.9722222222222222	1.0	0.9702970297029703	1.0	1.0	0.9702970297029703	1.0	0.9801980198019802	0.9801980198019802	0.9801980198019802	0.9875	1.0	0.9702970297029703	0.9801980198019802	1.0	0.9365079365079365	0.9876543209876543	0.9895833333333334	1.0	0.99	0.99	0.8780487804878049	0.9876543209876543	0.9895833333333334	0.99	0.9818181818181818	0.99	1.0	0.99	1.0	0.9895833333333334	0.9838709677419355	0.9761904761904762	0.99	0.99	0.9895833333333334	0.963855421686747	1.0	0.98989898989899	1.0	0.9895833333333334	1.0	0.99	0.8780487804878049	0.9876543209876543	0.99	0.8780487804878049	0.9782608695652174	1.0	0.9473684210526316	1.0	0.9833333333333333	0.9464285714285714	1.0	1.0	1.0	1.0	0.9642857142857143	1.0	1.0	0.9821428571428571	1.0	1.0	0.98989898989899	0.9900990099009901	0.9900990099009901	1.0	0.8415841584158416	0.7623762376237624	0.7623762376237624	0.9207920792079208	0.0	0.9753086419753086	0.9714285714285714	1.0	1.0	0.9801980198019802	1.0	0.9714285714285714	1.0	1.0	0.9714285714285714	0.9306930693069306	0.9636363636363636	0.9636363636363636	1.0	0.9801980198019802	1.0	1.0
jamPhy-chr3L-p	0.9583333333333334	0.9589041095890412	1.0	0.9038461538461539	1.0	1.0	1.0	0.9876543209876543	0.9589041095890412	0.9830508474576272	1.0	0.9726027397260274	1.0	0.9863013698630136	0.9838709677419355	0.9038461538461539	0.962962962962963	0.9382716049382716	0.9583333333333334	0.9753086419753086	1.0	0.9726027397260274	1.0	0.9876543209876543	0.9863013698630136	0.9038461538461539	0.9682539682539683	0.9861111111111112	0.9452054794520548	0.9583333333333334	0.9166666666666666	1.0	0.9753086419753086	1.0	0.962962962962963	0.9876543209876543	0.9864864864864865	0.9876543209876543	0.9876543209876543	0.9876543209876543	1.0	1.0	0.9135802469135803	0.9506172839506173	0.8472222222222222	1.0	1.0	0.9506172839506173	1.0	0.9506172839506173	0.9506172839506173	0.975609756097561	1.0	0.9506172839506173	0.9506172839506173	0.9272727272727272	0.9506172839506173	1.0	0.9506172839506173	0.9753086419753086	0.9506172839506173	1.0	1.0	0.9506172839506173	0.9506172839506173	0.9506172839506173	0.9753086419753086	1.0	0.9506172839506173	1.0	0.9506172839506173	0.9876543209876543	0.9506172839506173	0.975609756097561	1.0	0.9506172839506173	0.975609756097561	1.0	0.9642857142857143	0.9649122807017544	0.9655172413793104	0.9833333333333333	0.9642857142857143	0.9649122807017544	0.9534883720930233	0.9655172413793104	0.9649122807017544	0.9285714285714286	0.9655172413793104	0.9642857142857143	0.9464285714285714	0.9753086419753086	0.9655172413793104	0.962962962962963	0.9753086419753086	1.0	0.9753086419753086	0.9753086419753086	0.8518518518518519	0.8518518518518519	1.0	0.9753086419753086	0.0	1.0	0.967741935483871	0.967741935483871	0.9876543209876543	0.967741935483871	1.0	0.9836065573770492	0.967741935483871	1.0	0.9135802469135803	0.9636363636363636	0.9636363636363636	0.9710144927536232	0.9753086419753086	0.9565217391304348	0.9516129032258065
symKan-chr1R-d	0.9857142857142858	1.0	0.9571428571428572	1.0	0.9857142857142858	0.9857142857142858	1.0	0.9857142857142858	1.0	0.9830508474576272	0.9857142857142858	0.9571428571428572	0.9523809523809523	1.0	0.9516129032258065	1.0	0.9714285714285714	0.9571428571428572	0.9571428571428572	0.9428571428571428	0.9571428571428572	1.0	0.9857142857142858	1.0	0.9857142857142858	1.0	0.9365079365079365	1.0	0.9714285714285714	0.8714285714285714	0.9857142857142858	0.9830508474576272	0.9142857142857143	0.9714285714285714	0.9857142857142858	0.9857142857142858	1.0	0.9285714285714286	0.9857142857142858	0.9857142857142858	0.9857142857142858	0.9142857142857143	0.9857142857142858	0.9428571428571428	1.0	0.9682539682539683	0.9428571428571428	0.9142857142857143	0.9047619047619048	0.9	0.9	0.7073170731707317	0.9428571428571428	0.9	0.9	1.0	0.9	0.8333333333333334	0.9	0.9142857142857143	0.9	1.0	0.9714285714285714	0.9	0.9	0.9	0.9285714285714286	0.8333333333333334	0.9	1.0	0.9	0.9857142857142858	0.9	0.7073170731707317	1.0	0.9	0.7073170731707317	0.8260869565217391	0.9821428571428571	0.9649122807017544	0.9655172413793104	0.9666666666666667	0.9642857142857143	0.9824561403508771	0.9534883720930233	0.9655172413793104	0.9824561403508771	0.9821428571428571	0.9655172413793104	0.9821428571428571	0.9821428571428571	0.9142857142857143	0.9655172413793104	0.9857142857142858	0.9428571428571428	0.9714285714285714	1.0	0.9714285714285714	0.9857142857142858	0.9857142857142858	0.9571428571428572	0.9714285714285714	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.8360655737704918	1.0	0.0	0.9428571428571428	1.0	1.0	1.0	1.0	0.9710144927536232	0.967741935483871
symKan-chr1L-d	0.9838709677419355	1.0	0.9838709677419355	1.0	1.0	0.9838709677419355	1.0	1.0	0.9193548387096774	1.0	1.0	1.0	1.0	0.9516129032258065	1.0	1.0	1.0	0.9516129032258065	1.0	1.0	1.0	1.0	1.0	1.0	0.9838709677419355	1.0	1.0	1.0	1.0	0.967741935483871	1.0	0.9830508474576272	0.9516129032258065	0.967741935483871	0.967741935483871	1.0	1.0	0.8709677419354839	0.9838709677419355	0.9838709677419355	0.9838709677419355	1.0	0.967741935483871	0.9838709677419355	1.0	1.0	1.0	0.9516129032258065	1.0	0.935483870967742	0.935483870967742	1.0	1.0	0.935483870967742	0.935483870967742	1.0	0.935483870967742	1.0	0.935483870967742	0.967741935483871	0.935483870967742	0.9838709677419355	0.9838709677419355	0.935483870967742	0.935483870967742	0.935483870967742	1.0	1.0	0.935483870967742	0.9838709677419355	0.935483870967742	1.0	0.935483870967742	1.0	0.9838709677419355	0.935483870967742	1.0	0.9565217391304348	0.9285714285714286	0.9649122807017544	1.0	0.9833333333333333	0.9642857142857143	1.0	0.8837209302325582	1.0	1.0	1.0	1.0	0.9285714285714286	1.0	0.967741935483871	1.0	0.9193548387096774	0.967741935483871	1.0	1.0	0.9838709677419355	1.0	1.0	0.9838709677419355	1.0	0.967741935483871	1.0	0.0	0.0	0.8709677419354839	0.0	1.0	0.9016393442622951	0.11290322580645162	1.0	0.9838709677419355	0.8545454545454545	0.8545454545454545	0.19354838709677424	0.8870967741935484	0.6129032258064516	0.5483870967741935
symKan-chr2R-d	0.9838709677419355	1.0	0.9838709677419355	1.0	1.0	0.9838709677419355	1.0	1.0	0.9193548387096774	1.0	1.0	1.0	1.0	0.9516129032258065	1.0	1.0	1.0	0.9516129032258065	1.0	1.0	1.0	1.0	1.0	1.0	0.9838709677419355	1.0	1.0	1.0	1.0	0.967741935483871	1.0	0.9830508474576272	0.9516129032258065	0.967741935483871	0.967741935483871	1.0	1.0	0.8709677419354839	0.9838709677419355	0.9838709677419355	0.9838709677419355	1.0	0.967741935483871	0.9838709677419355	1.0	1.0	1.0	0.9516129032258065	1.0	0.935483870967742	0.935483870967742	1.0	1.0	0.935483870967742	0.935483870967742	1.0	0.935483870967742	1.0	0.935483870967742	0.967741935483871	0.935483870967742	0.9838709677419355	0.9838709677419355	0.935483870967742	0.935483870967742	0.935483870967742	1.0	1.0	0.935483870967742	0.9838709677419355	0.935483870967742	1.0	0.935483870967742	1.0	0.9838709677419355	0.935483870967742	1.0	0.9565217391304348	0.9285714285714286	0.9649122807017544	1.0	0.9833333333333333	0.9642857142857143	1.0	0.8837209302325582	1.0	1.0	1.0	1.0	0.9285714285714286	1.0	0.967741935483871	1.0	0.9193548387096774	0.967741935483871	1.0	1.0	0.9838709677419355	1.0	1.0	0.9838709677419355	1.0	0.967741935483871	1.0	0.0	0.0	0.8709677419354839	0.0	1.0	0.9016393442622951	0.11290322580645162	1.0	0.9838709677419355	0.8545454545454545	0.8545454545454545	0.19354838709677424	0.8870967741935484	0.6129032258064516	0.5483870967741935
